Redshift,Comoving distance (Mpc),Luminosity distance (Mpc),Angular-diameter distance (Mpc),Proper distance (Mpc)
89.91,13033.115,1184840.525,143.363,4247.315
89.92,13033.209,1184979.389,143.348,4247.316
89.93,13033.303,1185118.254,143.333,4247.317
89.94,13033.397,1185257.119,143.319,4247.318
89.95,13033.491,1185395.984,143.304,4247.319
89.96,13033.585,1185534.85,143.289,4247.32
89.97,13033.678,1185673.717,143.274,4247.321
89.98,13033.772,1185812.584,143.26,4247.322
89.99,13033.866,1185951.451,143.245,4247.323
90,13033.96,1186090.319,143.23,4247.324
90.01,13034.053,1186229.187,143.216,4247.325
90.02,13034.147,1186368.056,143.201,4247.326
90.03,13034.241,1186506.925,143.186,4247.327
90.04,13034.334,1186645.795,143.172,4247.328
90.05,13034.428,1186784.665,143.157,4247.329
90.06,13034.522,1186923.536,143.142,4247.33
90.07,13034.615,1187062.407,143.127,4247.331
90.08,13034.709,1187201.278,143.113,4247.332
90.09,13034.802,1187340.15,143.098,4247.333
90.1,13034.896,1187479.023,143.083,4247.334
90.11,13034.99,1187617.895,143.069,4247.335
90.12,13035.083,1187756.769,143.054,4247.336
90.13,13035.177,1187895.642,143.039,4247.337
90.14,13035.27,1188034.517,143.025,4247.338
90.15,13035.364,1188173.391,143.01,4247.339
90.16,13035.457,1188312.266,142.995,4247.34
90.17,13035.551,1188451.142,142.981,4247.341
90.18,13035.644,1188590.018,142.966,4247.343
90.19,13035.737,1188728.895,142.951,4247.344
90.2,13035.831,1188867.772,142.937,4247.345
90.21,13035.924,1189006.649,142.922,4247.346
90.22,13036.018,1189145.527,142.907,4247.347
90.23,13036.111,1189284.405,142.893,4247.348
90.24,13036.204,1189423.284,142.878,4247.349
90.25,13036.298,1189562.163,142.864,4247.35
90.26,13036.391,1189701.043,142.849,4247.351
90.27,13036.484,1189839.923,142.834,4247.352
90.28,13036.578,1189978.803,142.82,4247.353
90.29,13036.671,1190117.685,142.805,4247.354
90.3,13036.764,1190256.566,142.79,4247.355
90.31,13036.857,1190395.448,142.776,4247.356
90.32,13036.951,1190534.33,142.761,4247.357
90.33,13037.044,1190673.213,142.747,4247.358
90.34,13037.137,1190812.097,142.732,4247.359
90.35,13037.23,1190950.98,142.717,4247.36
90.36,13037.323,1191089.864,142.703,4247.361
90.37,13037.417,1191228.749,142.688,4247.362
90.38,13037.51,1191367.634,142.674,4247.363
90.39,13037.603,1191506.52,142.659,4247.364
90.4,13037.696,1191645.406,142.644,4247.365
90.41,13037.789,1191784.292,142.63,4247.366
90.42,13037.882,1191923.179,142.615,4247.367
90.43,13037.975,1192062.067,142.601,4247.368
90.44,13038.068,1192200.954,142.586,4247.369
90.45,13038.161,1192339.843,142.571,4247.37
90.46,13038.254,1192478.731,142.557,4247.371
90.47,13038.347,1192617.621,142.542,4247.372
90.48,13038.44,1192756.51,142.528,4247.373
90.49,13038.533,1192895.4,142.513,4247.374
90.5,13038.626,1193034.291,142.499,4247.375
90.51,13038.719,1193173.182,142.484,4247.376
90.52,13038.812,1193312.073,142.47,4247.377
90.53,13038.905,1193450.965,142.455,4247.378
90.54,13038.998,1193589.858,142.44,4247.379
90.55,13039.091,1193728.75,142.426,4247.38
90.56,13039.184,1193867.644,142.411,4247.381
90.57,13039.276,1194006.537,142.397,4247.382
90.58,13039.369,1194145.432,142.382,4247.383
90.59,13039.462,1194284.326,142.368,4247.384
90.6,13039.555,1194423.221,142.353,4247.385
90.61,13039.648,1194562.117,142.339,4247.386
90.62,13039.74,1194701.013,142.324,4247.387
90.63,13039.833,1194839.909,142.31,4247.388
90.64,13039.926,1194978.806,142.295,4247.389
90.65,13040.019,1195117.703,142.281,4247.39
90.66,13040.111,1195256.601,142.266,4247.391
90.67,13040.204,1195395.499,142.252,4247.392
90.68,13040.297,1195534.398,142.237,4247.393
90.69,13040.389,1195673.297,142.223,4247.394
90.7,13040.482,1195812.197,142.208,4247.395
90.71,13040.575,1195951.097,142.194,4247.396
90.72,13040.667,1196089.997,142.179,4247.397
90.73,13040.76,1196228.898,142.165,4247.398
90.74,13040.852,1196367.8,142.15,4247.399
90.75,13040.945,1196506.701,142.136,4247.4
90.76,13041.038,1196645.604,142.121,4247.401
90.77,13041.13,1196784.506,142.107,4247.402
90.78,13041.223,1196923.41,142.092,4247.403
90.79,13041.315,1197062.313,142.078,4247.405
90.8,13041.408,1197201.217,142.063,4247.406
90.81,13041.5,1197340.122,142.049,4247.407
90.82,13041.593,1197479.027,142.034,4247.408
90.83,13041.685,1197617.932,142.02,4247.409
90.84,13041.777,1197756.838,142.005,4247.41
90.85,13041.87,1197895.744,141.991,4247.411
90.86,13041.962,1198034.651,141.977,4247.412
90.87,13042.055,1198173.558,141.962,4247.413
90.88,13042.147,1198312.466,141.948,4247.414
90.89,13042.239,1198451.374,141.933,4247.415
90.9,13042.332,1198590.283,141.919,4247.416
90.91,13042.424,1198729.192,141.904,4247.417
90.92,13042.516,1198868.101,141.89,4247.418
90.93,13042.609,1199007.011,141.875,4247.419
90.94,13042.701,1199145.922,141.861,4247.42
90.95,13042.793,1199284.832,141.847,4247.421
90.96,13042.885,1199423.744,141.832,4247.422
90.97,13042.978,1199562.655,141.818,4247.423
90.98,13043.07,1199701.568,141.803,4247.424
90.99,13043.162,1199840.48,141.789,4247.425
91,13043.254,1199979.393,141.775,4247.426
91.01,13043.346,1200118.307,141.76,4247.427
91.02,13043.439,1200257.221,141.746,4247.428
91.03,13043.531,1200396.135,141.731,4247.429
91.04,13043.623,1200535.05,141.717,4247.43
91.05,13043.715,1200673.965,141.702,4247.431
91.06,13043.807,1200812.881,141.688,4247.432
91.07,13043.899,1200951.797,141.674,4247.433
91.08,13043.991,1201090.714,141.659,4247.434
91.09,13044.083,1201229.631,141.645,4247.435
91.1,13044.175,1201368.548,141.631,4247.436
91.11,13044.267,1201507.466,141.616,4247.437
91.12,13044.359,1201646.385,141.602,4247.438
91.13,13044.451,1201785.304,141.587,4247.439
91.14,13044.543,1201924.223,141.573,4247.44
91.15,13044.635,1202063.143,141.559,4247.441
91.16,13044.727,1202202.063,141.544,4247.442
91.17,13044.819,1202340.984,141.53,4247.443
91.18,13044.911,1202479.905,141.516,4247.444
91.19,13045.003,1202618.826,141.501,4247.445
91.2,13045.095,1202757.748,141.487,4247.446
91.21,13045.187,1202896.671,141.473,4247.447
91.22,13045.279,1203035.594,141.458,4247.448
91.23,13045.37,1203174.517,141.444,4247.449
91.24,13045.462,1203313.441,141.43,4247.45
91.25,13045.554,1203452.365,141.415,4247.451
91.26,13045.646,1203591.29,141.401,4247.452
91.27,13045.738,1203730.215,141.387,4247.453
91.28,13045.829,1203869.141,141.372,4247.454
91.29,13045.921,1204008.067,141.358,4247.455
91.3,13046.013,1204146.993,141.344,4247.456
91.31,13046.105,1204285.92,141.329,4247.457
91.32,13046.196,1204424.847,141.315,4247.458
91.33,13046.288,1204563.775,141.301,4247.459
91.34,13046.38,1204702.704,141.286,4247.46
91.35,13046.471,1204841.632,141.272,4247.461
91.36,13046.563,1204980.561,141.258,4247.462
91.37,13046.655,1205119.491,141.243,4247.462
91.38,13046.746,1205258.421,141.229,4247.463
91.39,13046.838,1205397.352,141.215,4247.464
91.4,13046.929,1205536.282,141.201,4247.465
91.41,13047.021,1205675.214,141.186,4247.466
91.42,13047.113,1205814.146,141.172,4247.467
91.43,13047.204,1205953.078,141.158,4247.468
91.44,13047.296,1206092.011,141.143,4247.469
91.45,13047.387,1206230.944,141.129,4247.47
91.46,13047.479,1206369.877,141.115,4247.471
91.47,13047.57,1206508.812,141.101,4247.472
91.48,13047.662,1206647.746,141.086,4247.473
91.49,13047.753,1206786.681,141.072,4247.474
91.5,13047.845,1206925.616,141.058,4247.475
91.51,13047.936,1207064.552,141.044,4247.476
91.52,13048.027,1207203.488,141.029,4247.477
91.53,13048.119,1207342.425,141.015,4247.478
91.54,13048.21,1207481.362,141.001,4247.479
91.55,13048.301,1207620.3,140.987,4247.48
91.56,13048.393,1207759.238,140.972,4247.481
91.57,13048.484,1207898.176,140.958,4247.482
91.58,13048.575,1208037.115,140.944,4247.483
91.59,13048.667,1208176.055,140.93,4247.484
91.6,13048.758,1208314.995,140.915,4247.485
91.61,13048.849,1208453.935,140.901,4247.486
91.62,13048.941,1208592.876,140.887,4247.487
91.63,13049.032,1208731.817,140.873,4247.488
91.64,13049.123,1208870.758,140.858,4247.489
91.65,13049.214,1209009.7,140.844,4247.49
91.66,13049.305,1209148.643,140.83,4247.491
91.67,13049.397,1209287.586,140.816,4247.492
91.68,13049.488,1209426.529,140.802,4247.493
91.69,13049.579,1209565.473,140.787,4247.494
91.7,13049.67,1209704.417,140.773,4247.495
91.71,13049.761,1209843.362,140.759,4247.496
91.72,13049.852,1209982.307,140.745,4247.497
91.73,13049.943,1210121.253,140.731,4247.498
91.74,13050.034,1210260.199,140.716,4247.499
91.75,13050.126,1210399.145,140.702,4247.5
91.76,13050.217,1210538.092,140.688,4247.501
91.77,13050.308,1210677.04,140.674,4247.502
91.78,13050.399,1210815.987,140.66,4247.503
91.79,13050.49,1210954.936,140.645,4247.504
91.8,13050.581,1211093.884,140.631,4247.505
91.81,13050.672,1211232.833,140.617,4247.506
91.82,13050.763,1211371.783,140.603,4247.507
91.83,13050.854,1211510.733,140.589,4247.508
91.84,13050.944,1211649.683,140.575,4247.509
91.85,13051.035,1211788.634,140.56,4247.51
91.86,13051.126,1211927.586,140.546,4247.511
91.87,13051.217,1212066.538,140.532,4247.512
91.88,13051.308,1212205.49,140.518,4247.513
91.89,13051.399,1212344.442,140.504,4247.514
91.9,13051.49,1212483.396,140.49,4247.515
91.91,13051.581,1212622.349,140.476,4247.516
91.92,13051.671,1212761.303,140.461,4247.517
91.93,13051.762,1212900.258,140.447,4247.518
91.94,13051.853,1213039.212,140.433,4247.519
91.95,13051.944,1213178.168,140.419,4247.52
91.96,13052.034,1213317.123,140.405,4247.521
91.97,13052.125,1213456.08,140.391,4247.522
91.98,13052.216,1213595.036,140.377,4247.523
91.99,13052.307,1213733.993,140.362,4247.523
92,13052.397,1213872.951,140.348,4247.524
92.01,13052.488,1214011.909,140.334,4247.525
92.02,13052.579,1214150.867,140.32,4247.526
92.03,13052.669,1214289.826,140.306,4247.527
92.04,13052.76,1214428.785,140.292,4247.528
92.05,13052.851,1214567.745,140.278,4247.529
92.06,13052.941,1214706.705,140.264,4247.53
92.07,13053.032,1214845.666,140.25,4247.531
92.08,13053.122,1214984.627,140.236,4247.532
92.09,13053.213,1215123.588,140.221,4247.533
92.1,13053.303,1215262.55,140.207,4247.534
92.11,13053.394,1215401.513,140.193,4247.535
92.12,13053.484,1215540.476,140.179,4247.536
92.13,13053.575,1215679.439,140.165,4247.537
92.14,13053.665,1215818.403,140.151,4247.538
92.15,13053.756,1215957.367,140.137,4247.539
92.16,13053.846,1216096.331,140.123,4247.54
92.17,13053.937,1216235.296,140.109,4247.541
92.18,13054.027,1216374.262,140.095,4247.542
92.19,13054.118,1216513.228,140.081,4247.543
92.2,13054.208,1216652.194,140.067,4247.544
92.21,13054.298,1216791.161,140.053,4247.545
92.22,13054.389,1216930.128,140.038,4247.546
92.23,13054.479,1217069.096,140.024,4247.547
92.24,13054.57,1217208.064,140.01,4247.548
92.25,13054.66,1217347.032,139.996,4247.549
92.26,13054.75,1217486.001,139.982,4247.55
92.27,13054.84,1217624.971,139.968,4247.551
92.28,13054.931,1217763.94,139.954,4247.552
92.29,13055.021,1217902.911,139.94,4247.553
92.3,13055.111,1218041.881,139.926,4247.554
92.31,13055.202,1218180.853,139.912,4247.555
92.32,13055.292,1218319.824,139.898,4247.556
92.33,13055.382,1218458.796,139.884,4247.556
92.34,13055.472,1218597.769,139.87,4247.557
92.35,13055.562,1218736.742,139.856,4247.558
92.36,13055.652,1218875.715,139.842,4247.559
92.37,13055.743,1219014.689,139.828,4247.56
92.38,13055.833,1219153.663,139.814,4247.561
92.39,13055.923,1219292.638,139.8,4247.562
92.4,13056.013,1219431.613,139.786,4247.563
92.41,13056.103,1219570.588,139.772,4247.564
92.42,13056.193,1219709.564,139.758,4247.565
92.43,13056.283,1219848.541,139.744,4247.566
92.44,13056.373,1219987.517,139.73,4247.567
92.45,13056.463,1220126.495,139.716,4247.568
92.46,13056.553,1220265.473,139.702,4247.569
92.47,13056.643,1220404.451,139.688,4247.57
92.48,13056.733,1220543.429,139.674,4247.571
92.49,13056.823,1220682.408,139.66,4247.572
92.5,13056.913,1220821.388,139.646,4247.573
92.51,13057.003,1220960.368,139.632,4247.574
92.52,13057.093,1221099.348,139.618,4247.575
92.53,13057.183,1221238.329,139.604,4247.576
92.54,13057.273,1221377.31,139.59,4247.577
92.55,13057.363,1221516.292,139.576,4247.578
92.56,13057.453,1221655.274,139.562,4247.579
92.57,13057.543,1221794.256,139.548,4247.58
92.58,13057.632,1221933.239,139.534,4247.581
92.59,13057.722,1222072.223,139.52,4247.582
92.6,13057.812,1222211.207,139.507,4247.582
92.61,13057.902,1222350.191,139.493,4247.583
92.62,13057.992,1222489.176,139.479,4247.584
92.63,13058.081,1222628.161,139.465,4247.585
92.64,13058.171,1222767.146,139.451,4247.586
92.65,13058.261,1222906.132,139.437,4247.587
92.66,13058.351,1223045.119,139.423,4247.588
92.67,13058.44,1223184.106,139.409,4247.589
92.68,13058.53,1223323.093,139.395,4247.59
92.69,13058.62,1223462.081,139.381,4247.591
92.7,13058.709,1223601.069,139.367,4247.592
92.71,13058.799,1223740.058,139.353,4247.593
92.72,13058.889,1223879.047,139.339,4247.594
92.73,13058.978,1224018.036,139.325,4247.595
92.74,13059.068,1224157.026,139.312,4247.596
92.75,13059.158,1224296.017,139.298,4247.597
92.76,13059.247,1224435.008,139.284,4247.598
92.77,13059.337,1224573.999,139.27,4247.599
92.78,13059.426,1224712.991,139.256,4247.6
92.79,13059.516,1224851.983,139.242,4247.601
92.8,13059.605,1224990.975,139.228,4247.602
92.81,13059.695,1225129.968,139.214,4247.603
92.82,13059.784,1225268.962,139.2,4247.604
92.83,13059.874,1225407.956,139.187,4247.604
92.84,13059.963,1225546.95,139.173,4247.605
92.85,13060.053,1225685.945,139.159,4247.606
92.86,13060.142,1225824.94,139.145,4247.607
92.87,13060.232,1225963.935,139.131,4247.608
92.88,13060.321,1226102.932,139.117,4247.609
92.89,13060.41,1226241.928,139.103,4247.61
92.9,13060.5,1226380.925,139.089,4247.611
92.91,13060.589,1226519.922,139.076,4247.612
92.92,13060.678,1226658.92,139.062,4247.613
92.93,13060.768,1226797.918,139.048,4247.614
92.94,13060.857,1226936.917,139.034,4247.615
92.95,13060.946,1227075.916,139.02,4247.616
92.96,13061.036,1227214.916,139.006,4247.617
92.97,13061.125,1227353.915,138.992,4247.618
92.98,13061.214,1227492.916,138.979,4247.619
92.99,13061.304,1227631.917,138.965,4247.62
93,13061.393,1227770.918,138.951,4247.621
93.01,13061.482,1227909.92,138.937,4247.622
93.02,13061.571,1228048.922,138.923,4247.623
93.03,13061.66,1228187.924,138.91,4247.624
93.04,13061.75,1228326.927,138.896,4247.624
93.05,13061.839,1228465.931,138.882,4247.625
93.06,13061.928,1228604.935,138.868,4247.626
93.07,13062.017,1228743.939,138.854,4247.627
93.08,13062.106,1228882.944,138.84,4247.628
93.09,13062.195,1229021.949,138.827,4247.629
93.1,13062.284,1229160.954,138.813,4247.63
93.11,13062.373,1229299.96,138.799,4247.631
93.12,13062.462,1229438.967,138.785,4247.632
93.13,13062.552,1229577.974,138.771,4247.633
93.14,13062.641,1229716.981,138.758,4247.634
93.15,13062.73,1229855.989,138.744,4247.635
93.16,13062.819,1229994.997,138.73,4247.636
93.17,13062.908,1230134.006,138.716,4247.637
93.18,13062.997,1230273.015,138.702,4247.638
93.19,13063.086,1230412.024,138.689,4247.639
93.2,13063.174,1230551.034,138.675,4247.64
93.21,13063.263,1230690.044,138.661,4247.641
93.22,13063.352,1230829.055,138.647,4247.641
93.23,13063.441,1230968.066,138.634,4247.642
93.24,13063.53,1231107.078,138.62,4247.643
93.25,13063.619,1231246.09,138.606,4247.644
93.26,13063.708,1231385.103,138.592,4247.645
93.27,13063.797,1231524.116,138.579,4247.646
93.28,13063.886,1231663.129,138.565,4247.647
93.29,13063.974,1231802.143,138.551,4247.648
93.3,13064.063,1231941.157,138.537,4247.649
93.31,13064.152,1232080.172,138.524,4247.65
93.32,13064.241,1232219.187,138.51,4247.651
93.33,13064.33,1232358.202,138.496,4247.652
93.34,13064.418,1232497.218,138.482,4247.653
93.35,13064.507,1232636.235,138.469,4247.654
93.36,13064.596,1232775.252,138.455,4247.655
93.37,13064.684,1232914.269,138.441,4247.656
93.38,13064.773,1233053.287,138.427,4247.657
93.39,13064.862,1233192.305,138.414,4247.657
93.4,13064.95,1233331.323,138.4,4247.658
93.41,13065.039,1233470.342,138.386,4247.659
93.42,13065.128,1233609.362,138.372,4247.66
93.43,13065.216,1233748.381,138.359,4247.661
93.44,13065.305,1233887.402,138.345,4247.662
93.45,13065.394,1234026.422,138.331,4247.663
93.46,13065.482,1234165.444,138.318,4247.664
93.47,13065.571,1234304.465,138.304,4247.665
93.48,13065.659,1234443.487,138.29,4247.666
93.49,13065.748,1234582.51,138.277,4247.667
93.5,13065.836,1234721.532,138.263,4247.668
93.51,13065.925,1234860.556,138.249,4247.669
93.52,13066.013,1234999.579,138.235,4247.67
93.53,13066.102,1235138.604,138.222,4247.671
93.54,13066.19,1235277.628,138.208,4247.672
93.55,13066.279,1235416.653,138.194,4247.672
93.56,13066.367,1235555.679,138.181,4247.673
93.57,13066.456,1235694.704,138.167,4247.674
93.58,13066.544,1235833.731,138.153,4247.675
93.59,13066.632,1235972.757,138.14,4247.676
93.6,13066.721,1236111.785,138.126,4247.677
93.61,13066.809,1236250.812,138.112,4247.678
93.62,13066.897,1236389.84,138.099,4247.679
93.63,13066.986,1236528.869,138.085,4247.68
93.64,13067.074,1236667.898,138.071,4247.681
93.65,13067.162,1236806.927,138.058,4247.682
93.66,13067.251,1236945.957,138.044,4247.683
93.67,13067.339,1237084.987,138.03,4247.684
93.68,13067.427,1237224.017,138.017,4247.685
93.69,13067.516,1237363.048,138.003,4247.686
93.7,13067.604,1237502.08,137.989,4247.686
93.71,13067.692,1237641.112,137.976,4247.687
93.72,13067.78,1237780.144,137.962,4247.688
93.73,13067.868,1237919.177,137.949,4247.689
93.74,13067.957,1238058.21,137.935,4247.69
93.75,13068.045,1238197.243,137.921,4247.691
93.76,13068.133,1238336.277,137.908,4247.692
93.77,13068.221,1238475.312,137.894,4247.693
93.78,13068.309,1238614.347,137.88,4247.694
93.79,13068.397,1238753.382,137.867,4247.695
93.8,13068.485,1238892.418,137.853,4247.696
93.81,13068.574,1239031.454,137.84,4247.697
93.82,13068.662,1239170.491,137.826,4247.698
93.83,13068.75,1239309.528,137.812,4247.699
93.84,13068.838,1239448.565,137.799,4247.7
93.85,13068.926,1239587.603,137.785,4247.7
93.86,13069.014,1239726.641,137.772,4247.701
93.87,13069.102,1239865.68,137.758,4247.702
93.88,13069.19,1240004.719,137.744,4247.703
93.89,13069.278,1240143.759,137.731,4247.704
93.9,13069.366,1240282.799,137.717,4247.705
93.91,13069.454,1240421.839,137.704,4247.706
93.92,13069.542,1240560.88,137.69,4247.707
93.93,13069.629,1240699.921,137.676,4247.708
93.94,13069.717,1240838.963,137.663,4247.709
93.95,13069.805,1240978.005,137.649,4247.71
93.96,13069.893,1241117.048,137.636,4247.711
93.97,13069.981,1241256.091,137.622,4247.712
93.98,13070.069,1241395.134,137.609,4247.712
93.99,13070.157,1241534.178,137.595,4247.713
94,13070.244,1241673.222,137.582,4247.714
94.01,13070.332,1241812.267,137.568,4247.715
94.02,13070.42,1241951.312,137.554,4247.716
94.03,13070.508,1242090.358,137.541,4247.717
94.04,13070.596,1242229.404,137.527,4247.718
94.05,13070.683,1242368.45,137.514,4247.719
94.06,13070.771,1242507.497,137.5,4247.72
94.07,13070.859,1242646.544,137.487,4247.721
94.08,13070.946,1242785.592,137.473,4247.722
94.09,13071.034,1242924.64,137.46,4247.723
94.1,13071.122,1243063.689,137.446,4247.724
94.11,13071.21,1243202.737,137.433,4247.724
94.12,13071.297,1243341.787,137.419,4247.725
94.13,13071.385,1243480.837,137.405,4247.726
94.14,13071.472,1243619.887,137.392,4247.727
94.15,13071.56,1243758.938,137.378,4247.728
94.16,13071.648,1243897.989,137.365,4247.729
94.17,13071.735,1244037.04,137.351,4247.73
94.18,13071.823,1244176.092,137.338,4247.731
94.19,13071.91,1244315.145,137.324,4247.732
94.2,13071.998,1244454.197,137.311,4247.733
94.21,13072.085,1244593.251,137.297,4247.734
94.22,13072.173,1244732.304,137.284,4247.735
94.23,13072.26,1244871.358,137.27,4247.736
94.24,13072.348,1245010.413,137.257,4247.736
94.25,13072.435,1245149.468,137.243,4247.737
94.26,13072.523,1245288.523,137.23,4247.738
94.27,13072.61,1245427.579,137.216,4247.739
94.28,13072.698,1245566.635,137.203,4247.74
94.29,13072.785,1245705.692,137.189,4247.741
94.3,13072.872,1245844.749,137.176,4247.742
94.31,13072.96,1245983.806,137.163,4247.743
94.32,13073.047,1246122.864,137.149,4247.744
94.33,13073.135,1246261.922,137.136,4247.745
94.34,13073.222,1246400.981,137.122,4247.746
94.35,13073.309,1246540.04,137.109,4247.747
94.36,13073.397,1246679.1,137.095,4247.747
94.37,13073.484,1246818.16,137.082,4247.748
94.38,13073.571,1246957.22,137.068,4247.749
94.39,13073.658,1247096.281,137.055,4247.75
94.4,13073.746,1247235.343,137.041,4247.751
94.41,13073.833,1247374.404,137.028,4247.752
94.42,13073.92,1247513.466,137.014,4247.753
94.43,13074.007,1247652.529,137.001,4247.754
94.44,13074.095,1247791.592,136.988,4247.755
94.45,13074.182,1247930.655,136.974,4247.756
94.46,13074.269,1248069.719,136.961,4247.757
94.47,13074.356,1248208.784,136.947,4247.758
94.48,13074.443,1248347.848,136.934,4247.758
94.49,13074.53,1248486.913,136.92,4247.759
94.5,13074.618,1248625.979,136.907,4247.76
94.51,13074.705,1248765.045,136.894,4247.761
94.52,13074.792,1248904.111,136.88,4247.762
94.53,13074.879,1249043.178,136.867,4247.763
94.54,13074.966,1249182.245,136.853,4247.764
94.55,13075.053,1249321.313,136.84,4247.765
94.56,13075.14,1249460.381,136.826,4247.766
94.57,13075.227,1249599.449,136.813,4247.767
94.58,13075.314,1249738.518,136.8,4247.768
94.59,13075.401,1249877.588,136.786,4247.768
94.6,13075.488,1250016.657,136.773,4247.769
94.61,13075.575,1250155.728,136.759,4247.77
94.62,13075.662,1250294.798,136.746,4247.771
94.63,13075.749,1250433.869,136.733,4247.772
94.64,13075.836,1250572.941,136.719,4247.773
94.65,13075.923,1250712.013,136.706,4247.774
94.66,13076.01,1250851.085,136.693,4247.775
94.67,13076.097,1250990.158,136.679,4247.776
94.68,13076.183,1251129.231,136.666,4247.777
94.69,13076.27,1251268.304,136.652,4247.778
94.7,13076.357,1251407.378,136.639,4247.778
94.71,13076.444,1251546.453,136.626,4247.779
94.72,13076.531,1251685.527,136.612,4247.78
94.73,13076.618,1251824.603,136.599,4247.781
94.74,13076.704,1251963.678,136.586,4247.782
94.75,13076.791,1252102.754,136.572,4247.783
94.76,13076.878,1252241.831,136.559,4247.784
94.77,13076.965,1252380.908,136.546,4247.785
94.78,13077.051,1252519.985,136.532,4247.786
94.79,13077.138,1252659.063,136.519,4247.787
94.8,13077.225,1252798.141,136.505,4247.788
94.81,13077.312,1252937.22,136.492,4247.788
94.82,13077.398,1253076.299,136.479,4247.789
94.83,13077.485,1253215.378,136.465,4247.79
94.84,13077.572,1253354.458,136.452,4247.791
94.85,13077.658,1253493.539,136.439,4247.792
94.86,13077.745,1253632.619,136.425,4247.793
94.87,13077.831,1253771.7,136.412,4247.794
94.88,13077.918,1253910.782,136.399,4247.795
94.89,13078.005,1254049.864,136.385,4247.796
94.9,13078.091,1254188.946,136.372,4247.797
94.91,13078.178,1254328.029,136.359,4247.797
94.92,13078.264,1254467.112,136.346,4247.798
94.93,13078.351,1254606.196,136.332,4247.799
94.94,13078.437,1254745.28,136.319,4247.8
94.95,13078.524,1254884.365,136.306,4247.801
94.96,13078.61,1255023.45,136.292,4247.802
94.97,13078.697,1255162.535,136.279,4247.803
94.98,13078.783,1255301.621,136.266,4247.804
94.99,13078.87,1255440.707,136.252,4247.805
95,13078.956,1255579.794,136.239,4247.806
95.01,13079.043,1255718.881,136.226,4247.806
95.02,13079.129,1255857.968,136.213,4247.807
95.03,13079.215,1255997.056,136.199,4247.808
95.04,13079.302,1256136.144,136.186,4247.809
95.05,13079.388,1256275.233,136.173,4247.81
95.06,13079.475,1256414.322,136.159,4247.811
95.07,13079.561,1256553.412,136.146,4247.812
95.08,13079.647,1256692.502,136.133,4247.813
95.09,13079.733,1256831.592,136.12,4247.814
95.1,13079.82,1256970.683,136.106,4247.815
95.11,13079.906,1257109.774,136.093,4247.815
95.12,13079.992,1257248.866,136.08,4247.816
95.13,13080.079,1257387.958,136.067,4247.817
95.14,13080.165,1257527.05,136.053,4247.818
95.15,13080.251,1257666.143,136.04,4247.819
95.16,13080.337,1257805.236,136.027,4247.82
95.17,13080.424,1257944.33,136.014,4247.821
95.18,13080.51,1258083.424,136,4247.822
95.19,13080.596,1258222.519,135.987,4247.823
95.2,13080.682,1258361.614,135.974,4247.824
95.21,13080.768,1258500.709,135.961,4247.824
95.22,13080.854,1258639.805,135.947,4247.825
95.23,13080.94,1258778.901,135.934,4247.826
95.24,13081.027,1258917.998,135.921,4247.827
95.25,13081.113,1259057.095,135.908,4247.828
95.26,13081.199,1259196.193,135.894,4247.829
95.27,13081.285,1259335.291,135.881,4247.83
95.28,13081.371,1259474.389,135.868,4247.831
95.29,13081.457,1259613.488,135.855,4247.832
95.3,13081.543,1259752.587,135.842,4247.832
95.31,13081.629,1259891.686,135.828,4247.833
95.32,13081.715,1260030.786,135.815,4247.834
95.33,13081.801,1260169.887,135.802,4247.835
95.34,13081.887,1260308.988,135.789,4247.836
95.35,13081.973,1260448.089,135.776,4247.837
95.36,13082.059,1260587.191,135.762,4247.838
95.37,13082.145,1260726.293,135.749,4247.839
95.38,13082.231,1260865.395,135.736,4247.84
95.39,13082.317,1261004.498,135.723,4247.84
95.4,13082.403,1261143.602,135.71,4247.841
95.41,13082.488,1261282.705,135.696,4247.842
95.42,13082.574,1261421.809,135.683,4247.843
95.43,13082.66,1261560.914,135.67,4247.844
95.44,13082.746,1261700.019,135.657,4247.845
95.45,13082.832,1261839.125,135.644,4247.846
95.46,13082.918,1261978.23,135.63,4247.847
95.47,13083.003,1262117.337,135.617,4247.848
95.48,13083.089,1262256.443,135.604,4247.849
95.49,13083.175,1262395.55,135.591,4247.849
95.5,13083.261,1262534.658,135.578,4247.85
95.51,13083.346,1262673.766,135.565,4247.851
95.52,13083.432,1262812.874,135.552,4247.852
95.53,13083.518,1262951.983,135.538,4247.853
95.54,13083.604,1263091.092,135.525,4247.854
95.55,13083.689,1263230.202,135.512,4247.855
95.56,13083.775,1263369.312,135.499,4247.856
95.57,13083.861,1263508.422,135.486,4247.856
95.58,13083.946,1263647.533,135.473,4247.857
95.59,13084.032,1263786.644,135.459,4247.858
95.6,13084.118,1263925.756,135.446,4247.859
95.61,13084.203,1264064.868,135.433,4247.86
95.62,13084.289,1264203.981,135.42,4247.861
95.63,13084.374,1264343.094,135.407,4247.862
95.64,13084.46,1264482.207,135.394,4247.863
95.65,13084.545,1264621.321,135.381,4247.864
95.66,13084.631,1264760.435,135.368,4247.864
95.67,13084.717,1264899.549,135.354,4247.865
95.68,13084.802,1265038.664,135.341,4247.866
95.69,13084.888,1265177.78,135.328,4247.867
95.7,13084.973,1265316.896,135.315,4247.868
95.71,13085.059,1265456.012,135.302,4247.869
