Redshift,Comoving distance (Mpc),Luminosity distance (Mpc),Angular-diameter distance (Mpc),Proper distance (Mpc)
95.72,13085.144,1265595.129,135.289,4247.87
95.73,13085.229,1265734.246,135.276,4247.871
95.74,13085.315,1265873.363,135.263,4247.872
95.75,13085.4,1266012.481,135.25,4247.872
95.76,13085.486,1266151.599,135.237,4247.873
95.77,13085.571,1266290.718,135.223,4247.874
95.78,13085.657,1266429.837,135.21,4247.875
95.79,13085.742,1266568.957,135.197,4247.876
95.8,13085.827,1266708.077,135.184,4247.877
95.81,13085.913,1266847.197,135.171,4247.878
95.82,13085.998,1266986.318,135.158,4247.879
95.83,13086.083,1267125.439,135.145,4247.879
95.84,13086.169,1267264.561,135.132,4247.88
95.85,13086.254,1267403.683,135.119,4247.881
95.86,13086.339,1267542.806,135.106,4247.882
95.87,13086.424,1267681.928,135.093,4247.883
95.88,13086.51,1267821.052,135.08,4247.884
95.89,13086.595,1267960.175,135.067,4247.885
95.9,13086.68,1268099.3,135.053,4247.886
95.91,13086.765,1268238.424,135.04,4247.887
95.92,13086.85,1268377.549,135.027,4247.887
95.93,13086.936,1268516.674,135.014,4247.888
95.94,13087.021,1268655.8,135.001,4247.889
95.95,13087.106,1268794.926,134.988,4247.89
95.96,13087.191,1268934.053,134.975,4247.891
95.97,13087.276,1269073.18,134.962,4247.892
95.98,13087.361,1269212.307,134.949,4247.893
95.99,13087.446,1269351.435,134.936,4247.894
96,13087.532,1269490.564,134.923,4247.894
96.01,13087.617,1269629.692,134.91,4247.895
96.02,13087.702,1269768.821,134.897,4247.896
96.03,13087.787,1269907.951,134.884,4247.897
96.04,13087.872,1270047.081,134.871,4247.898
96.05,13087.957,1270186.211,134.858,4247.899
96.06,13088.042,1270325.342,134.845,4247.9
96.07,13088.127,1270464.473,134.832,4247.901
96.08,13088.212,1270603.605,134.819,4247.901
96.09,13088.297,1270742.737,134.806,4247.902
96.1,13088.382,1270881.869,134.793,4247.903
96.11,13088.467,1271021.002,134.78,4247.904
96.12,13088.552,1271160.135,134.767,4247.905
96.13,13088.637,1271299.269,134.754,4247.906
96.14,13088.721,1271438.403,134.741,4247.907
96.15,13088.806,1271577.537,134.728,4247.908
96.16,13088.891,1271716.672,134.715,4247.908
96.17,13088.976,1271855.807,134.702,4247.909
96.18,13089.061,1271994.943,134.689,4247.91
96.19,13089.146,1272134.079,134.676,4247.911
96.2,13089.231,1272273.216,134.663,4247.912
96.21,13089.315,1272412.352,134.65,4247.913
96.22,13089.4,1272551.49,134.637,4247.914
96.23,13089.485,1272690.628,134.624,4247.915
96.24,13089.57,1272829.766,134.611,4247.915
96.25,13089.655,1272968.904,134.598,4247.916
96.26,13089.739,1273108.043,134.585,4247.917
96.27,13089.824,1273247.183,134.572,4247.918
96.28,13089.909,1273386.322,134.559,4247.919
96.29,13089.993,1273525.463,134.546,4247.92
96.3,13090.078,1273664.603,134.533,4247.921
96.31,13090.163,1273803.744,134.52,4247.922
96.32,13090.247,1273942.886,134.507,4247.922
96.33,13090.332,1274082.028,134.494,4247.923
96.34,13090.417,1274221.17,134.481,4247.924
96.35,13090.501,1274360.313,134.468,4247.925
96.36,13090.586,1274499.456,134.455,4247.926
96.37,13090.671,1274638.599,134.443,4247.927
96.38,13090.755,1274777.743,134.43,4247.928
96.39,13090.84,1274916.887,134.417,4247.928
96.4,13090.924,1275056.032,134.404,4247.929
96.41,13091.009,1275195.177,134.391,4247.93
96.42,13091.093,1275334.323,134.378,4247.931
96.43,13091.178,1275473.469,134.365,4247.932
96.44,13091.262,1275612.615,134.352,4247.933
96.45,13091.347,1275751.762,134.339,4247.934
96.46,13091.431,1275890.909,134.326,4247.935
96.47,13091.516,1276030.057,134.313,4247.935
96.48,13091.6,1276169.205,134.3,4247.936
96.49,13091.685,1276308.353,134.287,4247.937
96.5,13091.769,1276447.502,134.275,4247.938
96.51,13091.854,1276586.651,134.262,4247.939
96.52,13091.938,1276725.801,134.249,4247.94
96.53,13092.022,1276864.951,134.236,4247.941
96.54,13092.107,1277004.102,134.223,4247.941
96.55,13092.191,1277143.253,134.21,4247.942
96.56,13092.276,1277282.404,134.197,4247.943
96.57,13092.36,1277421.556,134.184,4247.944
96.58,13092.444,1277560.708,134.171,4247.945
96.59,13092.529,1277699.86,134.159,4247.946
96.6,13092.613,1277839.013,134.146,4247.947
96.61,13092.697,1277978.167,134.133,4247.948
96.62,13092.781,1278117.32,134.12,4247.948
96.63,13092.866,1278256.474,134.107,4247.949
96.64,13092.95,1278395.629,134.094,4247.95
96.65,13093.034,1278534.784,134.081,4247.951
96.66,13093.118,1278673.939,134.068,4247.952
96.67,13093.203,1278813.095,134.056,4247.953
96.68,13093.287,1278952.251,134.043,4247.954
96.69,13093.371,1279091.408,134.03,4247.954
96.7,13093.455,1279230.565,134.017,4247.955
96.71,13093.539,1279369.722,134.004,4247.956
96.72,13093.623,1279508.88,133.991,4247.957
96.73,13093.708,1279648.039,133.978,4247.958
96.74,13093.792,1279787.197,133.966,4247.959
96.75,13093.876,1279926.356,133.953,4247.96
96.76,13093.96,1280065.516,133.94,4247.96
96.77,13094.044,1280204.676,133.927,4247.961
96.78,13094.128,1280343.836,133.914,4247.962
96.79,13094.212,1280482.997,133.901,4247.963
96.8,13094.296,1280622.158,133.889,4247.964
96.81,13094.38,1280761.319,133.876,4247.965
96.82,13094.464,1280900.481,133.863,4247.966
96.83,13094.548,1281039.644,133.85,4247.966
96.84,13094.632,1281178.806,133.837,4247.967
96.85,13094.716,1281317.969,133.824,4247.968
96.86,13094.8,1281457.133,133.812,4247.969
96.87,13094.884,1281596.297,133.799,4247.97
96.88,13094.968,1281735.461,133.786,4247.971
96.89,13095.052,1281874.626,133.773,4247.972
96.9,13095.136,1282013.791,133.76,4247.972
96.91,13095.22,1282152.957,133.748,4247.973
96.92,13095.304,1282292.123,133.735,4247.974
96.93,13095.387,1282431.289,133.722,4247.975
96.94,13095.471,1282570.456,133.709,4247.976
96.95,13095.555,1282709.623,133.696,4247.977
96.96,13095.639,1282848.791,133.684,4247.978
96.97,13095.723,1282987.959,133.671,4247.978
96.98,13095.807,1283127.128,133.658,4247.979
96.99,13095.89,1283266.296,133.645,4247.98
97,13095.974,1283405.466,133.632,4247.981
97.01,13096.058,1283544.635,133.62,4247.982
97.02,13096.142,1283683.805,133.607,4247.983
97.03,13096.225,1283822.976,133.594,4247.984
97.04,13096.309,1283962.147,133.581,4247.984
97.05,13096.393,1284101.318,133.569,4247.985
97.06,13096.477,1284240.49,133.556,4247.986
97.07,13096.56,1284379.662,133.543,4247.987
97.08,13096.644,1284518.834,133.53,4247.988
97.09,13096.728,1284658.007,133.517,4247.989
97.1,13096.811,1284797.181,133.505,4247.99
97.11,13096.895,1284936.354,133.492,4247.99
97.12,13096.978,1285075.528,133.479,4247.991
97.13,13097.062,1285214.703,133.466,4247.992
97.14,13097.146,1285353.878,133.454,4247.993
97.15,13097.229,1285493.053,133.441,4247.994
97.16,13097.313,1285632.229,133.428,4247.995
97.17,13097.396,1285771.405,133.415,4247.996
97.18,13097.48,1285910.582,133.403,4247.996
97.19,13097.563,1286049.759,133.39,4247.997
97.2,13097.647,1286188.936,133.377,4247.998
97.21,13097.731,1286328.114,133.365,4247.999
97.22,13097.814,1286467.292,133.352,4248
97.23,13097.897,1286606.471,133.339,4248.001
97.24,13097.981,1286745.65,133.326,4248.001
97.25,13098.064,1286884.829,133.314,4248.002
97.26,13098.148,1287024.009,133.301,4248.003
97.27,13098.231,1287163.189,133.288,4248.004
97.28,13098.315,1287302.37,133.275,4248.005
97.29,13098.398,1287441.551,133.263,4248.006
97.3,13098.482,1287580.732,133.25,4248.007
97.31,13098.565,1287719.914,133.237,4248.007
97.32,13098.648,1287859.096,133.225,4248.008
97.33,13098.732,1287998.279,133.212,4248.009
97.34,13098.815,1288137.462,133.199,4248.01
97.35,13098.898,1288276.646,133.187,4248.011
97.36,13098.982,1288415.829,133.174,4248.012
97.37,13099.065,1288555.014,133.161,4248.012
97.38,13099.148,1288694.198,133.148,4248.013
97.39,13099.231,1288833.383,133.136,4248.014
97.4,13099.315,1288972.569,133.123,4248.015
97.41,13099.398,1289111.755,133.11,4248.016
97.42,13099.481,1289250.941,133.098,4248.017
97.43,13099.564,1289390.128,133.085,4248.018
97.44,13099.648,1289529.315,133.072,4248.018
97.45,13099.731,1289668.502,133.06,4248.019
97.46,13099.814,1289807.69,133.047,4248.02
97.47,13099.897,1289946.879,133.034,4248.021
97.48,13099.98,1290086.067,133.022,4248.022
97.49,13100.064,1290225.256,133.009,4248.023
97.5,13100.147,1290364.446,132.996,4248.023
97.51,13100.23,1290503.636,132.984,4248.024
97.52,13100.313,1290642.826,132.971,4248.025
97.53,13100.396,1290782.017,132.958,4248.026
97.54,13100.479,1290921.208,132.946,4248.027
97.55,13100.562,1291060.399,132.933,4248.028
97.56,13100.645,1291199.591,132.921,4248.029
97.57,13100.728,1291338.784,132.908,4248.029
97.58,13100.811,1291477.977,132.895,4248.03
97.59,13100.894,1291617.17,132.883,4248.031
97.6,13100.977,1291756.363,132.87,4248.032
97.61,13101.06,1291895.557,132.857,4248.033
97.62,13101.143,1292034.752,132.845,4248.034
97.63,13101.226,1292173.946,132.832,4248.034
97.64,13101.309,1292313.141,132.819,4248.035
97.65,13101.392,1292452.337,132.807,4248.036
97.66,13101.475,1292591.533,132.794,4248.037
97.67,13101.558,1292730.729,132.782,4248.038
97.68,13101.641,1292869.926,132.769,4248.039
97.69,13101.724,1293009.123,132.756,4248.039
97.7,13101.807,1293148.321,132.744,4248.04
97.71,13101.89,1293287.519,132.731,4248.041
97.72,13101.972,1293426.717,132.719,4248.042
97.73,13102.055,1293565.916,132.706,4248.043
97.74,13102.138,1293705.115,132.693,4248.044
97.75,13102.221,1293844.315,132.681,4248.045
97.76,13102.304,1293983.515,132.668,4248.045
97.77,13102.387,1294122.715,132.656,4248.046
97.78,13102.469,1294261.916,132.643,4248.047
97.79,13102.552,1294401.117,132.63,4248.048
97.8,13102.635,1294540.319,132.618,4248.049
97.81,13102.718,1294679.521,132.605,4248.05
97.82,13102.8,1294818.723,132.593,4248.05
97.83,13102.883,1294957.926,132.58,4248.051
97.84,13102.966,1295097.129,132.567,4248.052
97.85,13103.048,1295236.333,132.555,4248.053
97.86,13103.131,1295375.537,132.542,4248.054
97.87,13103.214,1295514.741,132.53,4248.055
97.88,13103.296,1295653.946,132.517,4248.055
97.89,13103.379,1295793.151,132.505,4248.056
97.9,13103.462,1295932.357,132.492,4248.057
97.91,13103.544,1296071.563,132.479,4248.058
97.92,13103.627,1296210.769,132.467,4248.059
97.93,13103.709,1296349.976,132.454,4248.06
97.94,13103.792,1296489.183,132.442,4248.06
97.95,13103.875,1296628.391,132.429,4248.061
97.96,13103.957,1296767.599,132.417,4248.062
97.97,13104.04,1296906.807,132.404,4248.063
97.98,13104.122,1297046.016,132.392,4248.064
97.99,13104.205,1297185.225,132.379,4248.065
98,13104.287,1297324.435,132.367,4248.065
98.01,13104.37,1297463.645,132.354,4248.066
98.02,13104.452,1297602.855,132.341,4248.067
98.03,13104.535,1297742.066,132.329,4248.068
98.04,13104.617,1297881.277,132.316,4248.069
98.05,13104.7,1298020.489,132.304,4248.07
98.06,13104.782,1298159.701,132.291,4248.07
98.07,13104.864,1298298.913,132.279,4248.071
98.08,13104.947,1298438.126,132.266,4248.072
98.09,13105.029,1298577.339,132.254,4248.073
98.1,13105.112,1298716.553,132.241,4248.074
98.11,13105.194,1298855.767,132.229,4248.075
98.12,13105.276,1298994.981,132.216,4248.075
98.13,13105.359,1299134.196,132.204,4248.076
98.14,13105.441,1299273.412,132.191,4248.077
98.15,13105.523,1299412.627,132.179,4248.078
98.16,13105.606,1299551.843,132.166,4248.079
98.17,13105.688,1299691.06,132.154,4248.08
98.18,13105.77,1299830.276,132.141,4248.08
98.19,13105.852,1299969.494,132.129,4248.081
98.2,13105.935,1300108.711,132.116,4248.082
98.21,13106.017,1300247.929,132.104,4248.083
98.22,13106.099,1300387.148,132.091,4248.084
98.23,13106.181,1300526.366,132.079,4248.085
98.24,13106.263,1300665.586,132.066,4248.085
98.25,13106.346,1300804.805,132.054,4248.086
98.26,13106.428,1300944.025,132.041,4248.087
98.27,13106.51,1301083.246,132.029,4248.088
98.28,13106.592,1301222.466,132.016,4248.089
98.29,13106.674,1301361.688,132.004,4248.089
98.3,13106.756,1301500.909,131.992,4248.09
98.31,13106.838,1301640.131,131.979,4248.091
98.32,13106.921,1301779.354,131.967,4248.092
98.33,13107.003,1301918.576,131.954,4248.093
98.34,13107.085,1302057.8,131.942,4248.094
98.35,13107.167,1302197.023,131.929,4248.094
98.36,13107.249,1302336.247,131.917,4248.095
98.37,13107.331,1302475.472,131.904,4248.096
98.38,13107.413,1302614.696,131.892,4248.097
98.39,13107.495,1302753.922,131.879,4248.098
98.4,13107.577,1302893.147,131.867,4248.099
98.41,13107.659,1303032.373,131.855,4248.099
98.42,13107.741,1303171.6,131.842,4248.1
98.43,13107.823,1303310.826,131.83,4248.101
98.44,13107.905,1303450.053,131.817,4248.102
98.45,13107.987,1303589.281,131.805,4248.103
98.46,13108.069,1303728.509,131.792,4248.104
98.47,13108.151,1303867.737,131.78,4248.104
98.48,13108.232,1304006.966,131.768,4248.105
98.49,13108.314,1304146.195,131.755,4248.106
98.5,13108.396,1304285.425,131.743,4248.107
98.51,13108.478,1304424.655,131.73,4248.108
98.52,13108.56,1304563.885,131.718,4248.108
98.53,13108.642,1304703.116,131.705,4248.109
98.54,13108.724,1304842.347,131.693,4248.11
98.55,13108.805,1304981.579,131.681,4248.111
98.56,13108.887,1305120.811,131.668,4248.112
98.57,13108.969,1305260.043,131.656,4248.113
98.58,13109.051,1305399.276,131.643,4248.113
98.59,13109.133,1305538.509,131.631,4248.114
98.6,13109.214,1305677.742,131.619,4248.115
98.61,13109.296,1305816.976,131.606,4248.116
98.62,13109.378,1305956.211,131.594,4248.117
98.63,13109.459,1306095.445,131.581,4248.117
98.64,13109.541,1306234.68,131.569,4248.118
98.65,13109.623,1306373.916,131.557,4248.119
98.66,13109.705,1306513.152,131.544,4248.12
98.67,13109.786,1306652.388,131.532,4248.121
98.68,13109.868,1306791.625,131.52,4248.122
98.69,13109.949,1306930.862,131.507,4248.122
98.7,13110.031,1307070.099,131.495,4248.123
98.71,13110.113,1307209.337,131.482,4248.124
98.72,13110.194,1307348.576,131.47,4248.125
98.73,13110.276,1307487.814,131.458,4248.126
98.74,13110.357,1307627.053,131.445,4248.127
98.75,13110.439,1307766.293,131.433,4248.127
98.76,13110.521,1307905.533,131.421,4248.128
98.77,13110.602,1308044.773,131.408,4248.129
98.78,13110.684,1308184.014,131.396,4248.13
98.79,13110.765,1308323.255,131.384,4248.131
98.8,13110.847,1308462.496,131.371,4248.131
98.81,13110.928,1308601.738,131.359,4248.132
98.82,13111.01,1308740.98,131.347,4248.133
98.83,13111.091,1308880.223,131.334,4248.134
98.84,13111.173,1309019.466,131.322,4248.135
98.85,13111.254,1309158.709,131.31,4248.135
98.86,13111.335,1309297.953,131.297,4248.136
98.87,13111.417,1309437.197,131.285,4248.137
98.88,13111.498,1309576.442,131.273,4248.138
98.89,13111.58,1309715.687,131.26,4248.139
98.9,13111.661,1309854.932,131.248,4248.14
98.91,13111.742,1309994.178,131.236,4248.14
98.92,13111.824,1310133.424,131.223,4248.141
98.93,13111.905,1310272.671,131.211,4248.142
98.94,13111.986,1310411.918,131.199,4248.143
98.95,13112.068,1310551.165,131.186,4248.144
98.96,13112.149,1310690.413,131.174,4248.144
98.97,13112.23,1310829.661,131.162,4248.145
98.98,13112.312,1310968.91,131.149,4248.146
98.99,13112.393,1311108.159,131.137,4248.147
99,13112.474,1311247.408,131.125,4248.148
99.01,13112.555,1311386.658,131.112,4248.149
99.02,13112.637,1311525.908,131.1,4248.149
99.03,13112.718,1311665.158,131.088,4248.15
99.04,13112.799,1311804.409,131.076,4248.151
99.05,13112.88,1311943.661,131.063,4248.152
99.06,13112.961,1312082.912,131.051,4248.153
99.07,13113.043,1312222.164,131.039,4248.153
99.08,13113.124,1312361.417,131.026,4248.154
99.09,13113.205,1312500.67,131.014,4248.155
99.1,13113.286,1312639.923,131.002,4248.156
99.11,13113.367,1312779.177,130.99,4248.157
99.12,13113.448,1312918.431,130.977,4248.157
99.13,13113.529,1313057.685,130.965,4248.158
99.14,13113.61,1313196.94,130.953,4248.159
99.15,13113.691,1313336.196,130.941,4248.16
99.16,13113.772,1313475.451,130.928,4248.161
99.17,13113.854,1313614.707,130.916,4248.161
99.18,13113.935,1313753.964,130.904,4248.162
99.19,13114.016,1313893.22,130.891,4248.163
99.2,13114.097,1314032.478,130.879,4248.164
99.21,13114.178,1314171.735,130.867,4248.165
99.22,13114.259,1314310.993,130.855,4248.166
99.23,13114.34,1314450.252,130.842,4248.166
99.24,13114.42,1314589.51,130.83,4248.167
99.25,13114.501,1314728.77,130.818,4248.168
99.26,13114.582,1314868.029,130.806,4248.169
99.27,13114.663,1315007.289,130.793,4248.17
99.28,13114.744,1315146.55,130.781,4248.17
99.29,13114.825,1315285.81,130.769,4248.171
99.3,13114.906,1315425.071,130.757,4248.172
99.31,13114.987,1315564.333,130.745,4248.173
99.32,13115.068,1315703.595,130.732,4248.174
99.33,13115.149,1315842.857,130.72,4248.174
99.34,13115.229,1315982.12,130.708,4248.175
99.35,13115.31,1316121.383,130.696,4248.176
99.36,13115.391,1316260.647,130.683,4248.177
99.37,13115.472,1316399.91,130.671,4248.178
99.38,13115.553,1316539.175,130.659,4248.178
99.39,13115.633,1316678.439,130.647,4248.179
99.4,13115.714,1316817.705,130.635,4248.18
99.41,13115.795,1316956.97,130.622,4248.181
99.42,13115.876,1317096.236,130.61,4248.182
99.43,13115.956,1317235.502,130.598,4248.182
99.44,13116.037,1317374.769,130.586,4248.183
99.45,13116.118,1317514.036,130.574,4248.184
99.46,13116.199,1317653.303,130.561,4248.185
99.47,13116.279,1317792.571,130.549,4248.186
99.48,13116.36,1317931.839,130.537,4248.186
99.49,13116.441,1318071.108,130.525,4248.187
99.5,13116.521,1318210.377,130.513,4248.188
99.51,13116.602,1318349.646,130.5,4248.189
99.52,13116.682,1318488.916,130.488,4248.19
99.53,13116.763,1318628.186,130.476,4248.19
99.54,13116.844,1318767.457,130.464,4248.191
99.55,13116.924,1318906.728,130.452,4248.192
99.56,13117.005,1319045.999,130.44,4248.193
99.57,13117.085,1319185.271,130.427,4248.194
99.58,13117.166,1319324.543,130.415,4248.194
99.59,13117.246,1319463.815,130.403,4248.195
99.6,13117.327,1319603.088,130.391,4248.196
99.61,13117.407,1319742.361,130.379,4248.197
99.62,13117.488,1319881.635,130.367,4248.198
99.63,13117.568,1320020.909,130.354,4248.198
99.64,13117.649,1320160.184,130.342,4248.199
99.65,13117.729,1320299.458,130.33,4248.2
99.66,13117.81,1320438.734,130.318,4248.201
99.67,13117.89,1320578.009,130.306,4248.202
99.68,13117.971,1320717.285,130.294,4248.202
99.69,13118.051,1320856.562,130.282,4248.203
99.7,13118.131,1320995.838,130.269,4248.204
99.71,13118.212,1321135.116,130.257,4248.205
99.72,13118.292,1321274.393,130.245,4248.206
99.73,13118.373,1321413.671,130.233,4248.206
99.74,13118.453,1321552.95,130.221,4248.207
99.75,13118.533,1321692.228,130.209,4248.208
99.76,13118.614,1321831.507,130.197,4248.209
99.77,13118.694,1321970.787,130.185,4248.21
99.78,13118.774,1322110.067,130.172,4248.21
99.79,13118.855,1322249.347,130.16,4248.211
99.8,13118.935,1322388.628,130.148,4248.212
99.81,13119.015,1322527.909,130.136,4248.213
